Rk,G,Date,Home,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,V25,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Team
50,50,2017-02-03,@,SAC,W,105,103,32,77,.416,12,29,.414,29,35,.829,6,39,11,7,3,11,21,,38,85,.447,10,27,.370,17,22,.773,6,43,23,5,4,13,25,PHO
51,51,2017-02-04,,MIL,L,112,137,38,91,.418,11,28,.393,25,30,.833,14,40,22,9,3,16,28,,52,82,.634,7,17,.412,26,35,.743,9,44,29,9,11,16,25,PHO
52,52,2017-02-06,@,NOP,L,106,111,40,93,.430,5,27,.185,21,25,.840,9,49,26,7,10,16,23,,42,92,.457,9,26,.346,18,22,.818,9,48,20,11,11,13,25,PHO
53,53,2017-02-08,@,MEM,L,91,110,29,87,.333,5,23,.217,28,34,.824,18,46,13,12,5,15,27,,35,72,.486,14,24,.583,26,34,.765,11,41,24,6,8,22,25,PHO
54,54,2017-02-10,,CHI,W,115,97,48,95,.505,8,19,.421,11,13,.846,13,43,25,4,8,8,18,,37,86,.430,5,19,.263,18,22,.818,12,41,20,7,5,11,16,PHO
55,55,2017-02-11,@,HOU,L,102,133,37,94,.394,8,22,.364,20,26,.769,12,42,20,8,4,19,28,,42,85,.494,18,36,.500,31,39,.795,16,55,27,8,4,21,23,PHO
56,56,2017-02-13,,NOP,L,108,110,40,93,.430,8,23,.348,20,24,.833,13,43,14,7,3,18,25,,37,78,.474,8,28,.286,28,35,.800,5,37,19,8,5,16,23,PHO
57,57,2017-02-15,,LAL,W,137,101,49,88,.557,10,24,.417,29,34,.853,12,59,32,7,10,15,20,,35,93,.376,9,26,.346,22,28,.786,7,36,16,9,3,12,27,PHO
58,58,2017-02-24,@,CHI,L,121,128,49,93,.527,8,24,.333,15,25,.600,8,43,27,8,6,18,23,,46,98,.469,12,26,.462,24,31,.774,11,46,31,14,4,12,21,PHO
59,59,2017-02-26,@,MIL,L,96,100,40,83,.482,5,14,.357,11,16,.688,12,42,26,12,5,20,22,,39,76,.513,6,20,.300,16,18,.889,6,33,26,10,6,19,21,PHO
60,60,2017-02-28,@,MEM,L,112,130,43,83,.518,7,21,.333,19,24,.792,8,32,22,6,5,12,25,,48,86,.558,12,25,.480,22,29,.759,12,39,24,6,3,10,19,PHO
61,61,2017-03-02,,CHO,W,120,103,46,77,.597,7,19,.368,21,25,.840,4,42,30,8,7,18,23,,35,89,.393,10,34,.294,23,28,.821,9,34,19,14,1,16,20,PHO
62,62,2017-03-03,,OKC,W,118,111,44,89,.494,5,21,.238,25,31,.806,9,45,28,10,7,17,26,,37,87,.425,9,35,.257,28,35,.800,11,47,14,10,5,19,30,PHO
63,63,2017-03-05,,BOS,W,109,106,42,94,.447,4,20,.200,21,26,.808,10,50,16,7,10,11,29,,32,85,.376,13,37,.351,29,40,.725,14,54,19,6,6,12,28,PHO
64,64,2017-03-07,,WAS,L,127,131,44,88,.500,13,27,.481,26,33,.788,9,49,23,5,8,19,32,,41,90,.456,7,18,.389,42,53,.792,9,44,19,15,4,11,21,PHO
65,65,2017-03-09,,LAL,L,110,122,42,91,.462,6,19,.316,20,25,.800,18,54,20,7,10,19,24,,47,98,.480,12,27,.444,16,24,.667,14,42,21,11,7,9,20,PHO
66,66,2017-03-11,@,DAL,W,100,98,38,83,.458,6,21,.286,18,20,.900,5,40,18,5,7,11,24,,28,74,.378,9,26,.346,33,36,.917,10,48,17,2,4,13,17,PHO
67,67,2017-03-12,,POR,L,101,110,41,93,.441,5,14,.357,14,20,.700,6,41,20,5,3,9,21,,43,86,.500,7,22,.318,17,25,.680,9,49,14,7,5,14,24,PHO
68,68,2017-03-15,,SAC,L,101,107,43,107,.402,6,25,.240,9,14,.643,16,47,24,9,11,13,25,,38,79,.481,6,14,.429,25,34,.735,8,48,22,8,11,18,18,PHO
69,69,2017-03-17,,ORL,L,103,109,38,87,.437,2,14,.143,25,30,.833,12,49,18,9,8,16,22,,42,96,.438,7,23,.304,18,21,.857,8,43,21,10,4,12,27,PHO
70,70,2017-03-19,@,DET,L,95,112,35,99,.354,6,22,.273,19,30,.633,11,47,16,10,4,4,21,,40,92,.435,12,25,.480,20,30,.667,12,63,26,2,4,12,21,PHO
71,71,2017-03-21,@,MIA,L,97,112,36,82,.439,4,16,.250,21,29,.724,10,41,14,5,5,24,23,,42,96,.438,11,27,.407,17,23,.739,17,49,17,13,5,14,25,PHO
72,72,2017-03-23,@,BRK,L,98,126,34,93,.366,7,25,.280,23,34,.676,15,50,16,14,3,19,30,,43,95,.453,8,29,.276,32,42,.762,17,61,25,11,5,17,26,PHO
73,73,2017-03-24,@,BOS,L,120,130,39,86,.453,6,19,.316,36,49,.735,10,49,23,9,3,13,30,,44,94,.468,14,41,.341,28,35,.800,12,50,31,8,5,15,32,PHO
74,74,2017-03-26,@,CHO,L,106,120,41,81,.506,6,16,.375,18,22,.818,8,39,25,6,3,12,17,,42,87,.483,14,30,.467,22,24,.917,8,41,29,8,2,7,14,PHO
75,75,2017-03-28,@,ATL,L,91,95,35,96,.365,7,31,.226,14,24,.583,14,48,25,12,6,15,31,,34,85,.400,6,27,.222,21,29,.724,9,51,24,5,6,19,23,PHO
76,76,2017-03-30,,LAC,L,118,124,49,92,.533,7,23,.304,13,24,.542,13,43,24,6,2,14,27,,44,80,.550,12,22,.545,24,34,.706,7,39,20,4,4,14,21,PHO
77,77,2017-04-01,@,POR,L,117,130,44,84,.524,3,10,.300,26,32,.813,13,43,17,8,6,17,26,,43,92,.467,15,37,.405,29,31,.935,11,41,21,12,3,12,23,PHO
78,78,2017-04-02,,HOU,L,116,123,42,100,.420,8,34,.235,24,29,.828,22,61,24,8,11,23,24,,47,100,.470,14,38,.368,15,23,.652,13,46,23,8,4,15,23,PHO
79,79,2017-04-05,,GSW,L,111,120,43,103,.417,7,27,.259,18,26,.692,20,55,26,13,2,16,22,,45,89,.506,13,30,.433,17,24,.708,7,39,25,13,9,15,19,PHO
80,80,2017-04-07,,OKC,W,120,99,43,83,.518,8,18,.444,26,31,.839,12,45,16,6,6,7,26,,34,92,.370,7,30,.233,24,33,.727,22,48,13,1,3,9,26,PHO
81,81,2017-04-09,,DAL,W,124,111,44,80,.550,8,19,.421,28,32,.875,8,43,26,6,4,12,18,,41,97,.423,16,45,.356,13,19,.684,17,44,23,5,2,10,23,PHO
82,82,2017-04-11,@,SAC,L,104,129,41,109,.376,8,30,.267,14,24,.583,18,48,19,8,3,9,23,,43,83,.518,9,19,.474,34,43,.791,8,55,28,7,2,13,23,PHO
1,1,2016-10-25,,UTA,W,113,104,39,75,.520,13,19,.684,22,22,1.000,5,34,22,5,3,12,18,,40,82,.488,8,24,.333,16,16,1.000,6,31,19,9,5,11,19,POR
2,2,2016-10-27,,LAC,L,106,114,39,85,.459,4,18,.222,24,32,.750,9,48,18,4,4,14,34,,37,91,.407,8,29,.276,32,46,.696,15,48,12,10,4,7,25,POR
3,3,2016-10-29,@,DEN,W,115,113,45,98,.459,10,32,.313,15,21,.714,5,45,23,10,8,15,30,,38,100,.380,6,23,.261,31,39,.795,16,61,19,10,5,17,21,POR
4,4,2016-11-01,,GSW,L,104,127,37,86,.430,14,39,.359,16,21,.762,6,32,23,12,4,18,17,,50,89,.562,10,26,.385,17,23,.739,7,45,36,14,4,16,19,POR
5,5,2016-11-02,@,PHO,L,115,118,42,101,.416,12,33,.364,19,21,.905,10,53,25,8,8,14,23,,44,103,.427,5,16,.313,25,30,.833,14,59,15,10,5,12,20,POR
6,6,2016-11-04,@,DAL,W,105,95,36,80,.450,12,31,.387,21,26,.808,7,42,21,9,3,14,20,,34,83,.410,10,28,.357,17,20,.850,7,44,18,5,3,12,21,POR
7,7,2016-11-06,@,MEM,W,100,94,32,71,.451,14,33,.424,22,27,.815,5,37,19,7,5,15,25,,31,81,.383,6,26,.231,26,32,.813,12,44,15,9,5,13,20,POR
8,8,2016-11-08,,PHO,W,124,121,45,81,.556,14,31,.452,20,28,.714,7,35,22,5,4,20,27,,43,86,.500,7,21,.333,28,33,.848,15,41,18,10,2,16,27,POR
9,9,2016-11-09,@,LAC,L,80,111,31,88,.352,6,30,.200,12,14,.857,11,47,16,4,3,14,23,,38,87,.437,11,32,.344,24,33,.727,14,55,24,9,7,7,15,POR
10,10,2016-11-11,,SAC,W,122,120,45,86,.523,13,33,.394,19,27,.704,7,36,29,8,4,11,24,,43,88,.489,6,21,.286,28,35,.800,13,48,18,7,3,15,21,POR
11,11,2016-11-13,,DEN,W,112,105,39,99,.394,8,29,.276,26,32,.813,14,44,21,8,8,7,23,,36,91,.396,11,29,.379,22,29,.759,16,59,11,4,6,18,25,POR
12,12,2016-11-15,,CHI,L,88,113,34,95,.358,9,34,.265,11,18,.611,15,49,17,8,4,11,18,,41,98,.418,7,20,.350,24,28,.857,19,67,16,7,4,10,19,POR
13,13,2016-11-17,@,HOU,L,109,126,41,90,.456,10,28,.357,17,21,.810,10,41,24,6,4,12,19,,46,95,.484,14,32,.438,20,25,.800,17,54,26,6,6,13,17,POR
14,14,2016-11-18,@,NOP,L,101,113,33,88,.375,12,34,.353,23,26,.885,13,48,19,2,1,14,21,,45,82,.549,9,24,.375,14,20,.700,1,37,31,9,12,8,21,POR
15,15,2016-11-20,@,BRK,W,129,109,49,85,.576,15,36,.417,16,21,.762,8,50,23,4,7,15,30,,37,93,.398,10,35,.286,25,31,.806,11,36,22,5,3,9,20,POR
16,16,2016-11-22,@,NYK,L,103,107,38,86,.442,6,22,.273,21,26,.808,11,44,18,5,5,16,13,,45,96,.469,9,29,.310,8,8,1.000,10,43,26,8,5,13,23,POR
17,17,2016-11-23,@,CLE,L,125,137,47,90,.522,13,29,.448,18,19,.947,9,38,27,6,6,9,23,,48,90,.533,21,36,.583,20,27,.741,9,41,30,6,3,10,15,POR
18,18,2016-11-25,,NOP,W,119,104,47,100,.470,12,32,.375,13,17,.765,12,52,30,7,5,11,20,,36,76,.474,13,23,.565,19,29,.655,2,34,20,3,8,14,14,POR
19,19,2016-11-27,,HOU,L,114,130,40,83,.482,12,33,.364,22,29,.759,8,35,24,7,2,14,24,,46,82,.561,17,36,.472,21,28,.750,7,36,26,7,8,11,23,POR
20,20,2016-11-30,,IND,W,131,109,51,94,.543,12,32,.375,17,19,.895,14,40,29,13,2,6,23,,36,72,.500,6,14,.429,31,35,.886,4,32,19,3,4,15,14,POR
21,21,2016-12-03,,MIA,W,99,92,36,89,.404,9,24,.375,18,24,.750,12,47,19,6,9,8,17,,38,86,.442,6,22,.273,10,15,.667,8,46,23,6,6,13,14,POR
22,22,2016-12-05,@,CHI,W,112,110,45,93,.484,9,24,.375,13,18,.722,10,38,25,9,8,9,27,,35,83,.422,7,23,.304,33,38,.868,15,50,16,8,11,15,17,POR
23,23,2016-12-07,@,MIL,L,107,115,37,85,.435,17,40,.425,16,19,.842,10,44,25,7,4,15,22,,40,77,.519,10,24,.417,25,37,.676,5,41,19,8,7,10,13,POR
24,24,2016-12-08,@,MEM,L,86,88,25,82,.305,7,28,.250,29,40,.725,13,52,13,6,3,12,23,,31,87,.356,6,20,.300,20,30,.667,15,58,13,8,2,12,28,POR
25,25,2016-12-10,@,IND,L,111,118,40,82,.488,16,37,.432,15,16,.938,9,41,22,6,4,17,20,,40,83,.482,15,29,.517,23,28,.821,10,39,24,11,9,13,13,POR
26,26,2016-12-12,@,LAC,L,120,121,44,87,.506,10,21,.476,22,25,.880,13,42,25,6,7,15,24,,42,89,.472,11,23,.478,26,28,.929,13,38,26,9,8,12,20,POR
27,27,2016-12-13,,OKC,W,114,95,43,80,.538,8,23,.348,20,27,.741,8,37,23,11,9,14,26,,33,87,.379,8,27,.296,21,28,.750,16,43,18,10,2,21,21,POR
28,28,2016-12-15,@,DEN,L,120,132,41,88,.466,8,23,.348,30,36,.833,15,41,22,6,4,14,25,,43,84,.512,15,31,.484,31,35,.886,5,36,27,10,4,15,28,POR
29,29,2016-12-17,@,GSW,L,90,135,34,86,.395,8,28,.286,14,20,.700,7,31,16,7,4,11,19,,51,87,.586,14,28,.500,19,26,.731,9,56,36,7,5,15,16,POR
30,30,2016-12-20,@,SAC,L,121,126,44,86,.512,4,28,.143,29,40,.725,15,41,30,5,4,8,31,,40,72,.556,10,23,.435,36,43,.837,4,31,20,3,4,10,28,POR
31,31,2016-12-21,,DAL,L,95,96,32,72,.444,10,27,.370,21,28,.750,9,43,15,6,4,17,20,,35,83,.422,7,31,.226,19,23,.826,10,38,14,12,5,10,20,POR
32,32,2016-12-23,,SAS,L,90,110,35,79,.443,12,30,.400,8,16,.500,10,33,21,8,2,15,19,,39,78,.500,12,20,.600,20,21,.952,13,45,19,9,3,12,17,POR
33,33,2016-12-26,,TOR,L,91,95,35,83,.422,8,23,.348,13,18,.722,11,54,22,8,4,18,22,,32,95,.337,12,34,.353,19,24,.792,14,52,17,11,4,12,12,POR
34,34,2016-12-28,,SAC,W,102,89,35,74,.473,12,25,.480,20,22,.909,5,45,19,6,4,15,16,,31,79,.392,9,28,.321,18,23,.783,6,39,20,8,3,11,20,POR
35,35,2016-12-30,@,SAS,L,94,110,35,77,.455,6,20,.300,18,21,.857,2,25,19,10,3,11,23,,39,78,.500,11,22,.500,21,25,.840,11,48,22,7,5,16,18,POR
36,36,2017-01-01,@,MIN,W,95,89,36,73,.493,6,22,.273,17,28,.607,4,41,13,10,8,14,19,,35,87,.402,7,23,.304,12,18,.667,13,47,21,11,5,16,25,POR
37,37,2017-01-04,@,GSW,L,117,125,40,89,.449,12,26,.462,25,28,.893,11,44,23,8,5,17,26,,44,87,.506,13,36,.361,24,29,.828,8,39,31,14,9,15,20,POR
38,38,2017-01-05,,LAL,W,118,109,43,81,.531,12,33,.364,20,30,.667,8,47,29,6,5,13,21,,36,86,.419,10,31,.323,27,33,.818,10,40,15,7,3,11,25,POR
39,39,2017-01-08,,DET,L,124,125,51,98,.520,15,35,.429,7,12,.583,7,42,36,5,5,16,11,,54,105,.514,8,25,.320,9,12,.750,6,41,19,14,3,9,16,POR
40,40,2017-01-10,@,LAL,W,108,87,43,85,.506,7,21,.333,15,20,.750,9,50,25,6,9,11,21,,32,83,.386,9,24,.375,14,26,.538,9,38,18,7,5,10,18,POR
41,41,2017-01-11,,CLE,W,102,86,40,93,.430,10,30,.333,12,16,.750,13,51,29,6,9,9,17,,28,82,.341,9,30,.300,21,28,.750,13,48,14,5,4,15,20,POR
42,42,2017-01-13,,ORL,L,109,115,39,97,.402,10,34,.294,21,25,.840,12,43,19,6,9,9,20,,41,83,.494,10,18,.556,23,26,.885,9,45,21,5,5,15,19,POR
43,43,2017-01-16,@,WAS,L,101,120,37,88,.420,8,26,.308,19,25,.760,14,45,22,6,5,15,20,,42,86,.488,13,23,.565,23,25,.920,12,51,26,10,5,12,18,POR
44,44,2017-01-18,@,CHO,L,85,107,33,94,.351,8,31,.258,11,11,1.000,15,50,18,10,12,15,11,,41,87,.471,11,26,.423,14,17,.824,8,51,28,11,7,12,13,POR
45,45,2017-01-20,@,PHI,L,92,93,33,89,.371,6,19,.316,20,28,.714,12,46,16,8,6,13,20,,36,92,.391,12,29,.414,9,16,.563,13,53,25,6,8,19,21,POR
46,46,2017-01-21,@,BOS,W,127,123,43,92,.467,10,25,.400,31,36,.861,9,37,26,12,4,14,26,,42,92,.457,13,35,.371,26,31,.839,14,47,26,6,2,21,29,POR
47,47,2017-01-25,,LAL,W,105,98,43,90,.478,4,15,.267,15,20,.750,9,49,17,5,4,11,12,,37,94,.394,11,30,.367,13,14,.929,14,51,16,5,9,13,17,POR
48,48,2017-01-27,,MEM,W,112,109,38,81,.469,16,35,.457,20,21,.952,8,33,24,2,3,12,26,,37,77,.481,9,26,.346,26,33,.788,10,42,24,6,5,11,19,POR
49,49,2017-01-29,,GSW,L,111,113,46,93,.495,10,27,.370,9,12,.750,9,42,26,11,2,18,24,,36,79,.456,8,26,.308,33,39,.846,8,39,28,13,6,18,18,POR
50,50,2017-01-31,,CHO,W,115,98,42,93,.452,11,31,.355,20,23,.870,11,51,23,8,2,8,18,,33,83,.398,11,31,.355,21,25,.840,3,42,20,3,6,9,13,POR
51,51,2017-02-03,,DAL,L,104,108,40,88,.455,9,30,.300,15,20,.750,12,44,16,3,4,9,19,,36,76,.474,17,31,.548,19,23,.826,2,36,15,3,4,4,24,POR
52,52,2017-02-05,@,OKC,L,99,105,35,87,.402,10,28,.357,19,21,.905,11,44,15,6,4,12,22,,40,98,.408,4,18,.222,21,28,.750,17,56,18,9,5,12,17,POR
53,53,2017-02-07,@,DAL,W,114,113,42,86,.488,11,28,.393,19,24,.792,18,55,17,6,2,15,26,,37,75,.493,12,28,.429,27,32,.844,2,30,16,6,6,7,22,POR
54,54,2017-02-09,,BOS,L,111,120,39,77,.506,9,26,.346,24,31,.774,10,41,23,4,6,15,23,,44,91,.484,10,30,.333,22,27,.815,14,43,23,8,1,8,21,POR
55,55,2017-02-13,,ATL,L,104,109,37,103,.359,16,42,.381,14,25,.560,22,66,22,4,4,14,34,,32,83,.386,8,28,.286,37,48,.771,7,52,20,9,11,9,23,POR
56,56,2017-02-15,@,UTA,L,88,111,32,79,.405,9,22,.409,15,20,.750,9,41,14,9,3,16,21,,42,81,.519,11,22,.500,16,23,.696,9,46,19,9,5,14,17,POR
57,57,2017-02-23,@,ORL,W,112,103,41,81,.506,9,18,.500,21,27,.778,9,45,20,8,7,19,25,,34,86,.395,7,22,.318,28,39,.718,13,40,18,8,4,14,21,POR
58,58,2017-02-26,@,TOR,L,106,112,35,79,.443,9,21,.429,27,35,.771,8,39,16,6,5,9,26,,42,78,.538,7,20,.350,21,27,.778,5,39,16,7,5,10,24,POR
59,59,2017-02-28,@,DET,L,113,120,44,84,.524,10,25,.400,15,22,.682,8,50,25,5,5,24,25,,45,104,.433,7,25,.280,23,31,.742,16,48,23,13,2,7,19,POR
60,60,2017-03-02,,OKC,W,114,109,39,79,.494,10,25,.400,26,35,.743,9,45,19,9,7,14,19,,34,86,.395,11,29,.379,30,32,.938,12,40,11,9,7,12,25,POR
61,61,2017-03-04,,BRK,W,130,116,49,86,.570,16,25,.640,16,22,.727,6,37,29,9,6,12,13,,45,86,.523,14,30,.467,12,17,.706,8,31,24,7,6,13,22,POR
62,62,2017-03-07,@,OKC,W,126,121,47,85,.553,11,23,.478,21,27,.778,12,36,24,7,5,11,23,,44,85,.518,10,25,.400,23,30,.767,12,39,16,4,1,17,25,POR
63,63,2017-03-09,,PHI,W,114,108,40,88,.455,6,21,.286,28,33,.848,16,55,25,8,12,19,22,,41,94,.436,11,29,.379,15,20,.750,12,44,18,10,3,16,29,POR
64,64,2017-03-11,,WAS,L,124,125,48,94,.511,16,32,.500,12,16,.750,7,43,26,4,5,14,19,,47,90,.522,12,25,.480,19,28,.679,9,46,27,5,4,11,20,POR
65,65,2017-03-12,@,PHO,W,110,101,43,86,.500,7,22,.318,17,25,.680,9,49,14,7,5,14,24,,41,93,.441,5,14,.357,14,20,.700,6,41,20,5,3,9,21,POR
66,66,2017-03-14,@,NOP,L,77,100,23,76,.303,11,32,.344,20,26,.769,8,48,13,3,1,16,20,,38,80,.475,6,21,.286,18,30,.600,4,49,19,10,8,5,18,POR
67,67,2017-03-15,@,SAS,W,110,106,38,80,.475,9,22,.409,25,28,.893,8,39,21,10,1,11,16,,42,88,.477,11,26,.423,11,15,.733,10,41,28,7,5,14,20,POR
68,68,2017-03-18,@,ATL,W,113,97,44,87,.506,8,18,.444,17,19,.895,13,54,23,9,9,20,22,,32,88,.364,7,26,.269,26,32,.813,12,35,22,13,7,13,12,POR
69,69,2017-03-19,@,MIA,W,115,104,42,83,.506,13,26,.500,18,24,.750,13,43,13,4,6,11,20,,41,88,.466,9,30,.300,13,20,.650,13,39,18,8,8,9,22,POR
70,70,2017-03-21,,MIL,L,90,93,35,83,.422,4,21,.190,16,26,.615,13,49,15,8,6,14,14,,38,90,.422,7,16,.438,10,12,.833,13,49,16,8,8,13,22,POR
71,71,2017-03-23,,NYK,W,110,95,39,80,.488,11,21,.524,21,29,.724,10,50,15,8,2,13,20,,36,88,.409,5,22,.227,18,20,.900,9,40,23,5,9,11,20,POR
72,72,2017-03-25,,MIN,W,112,100,45,71,.634,11,22,.500,11,17,.647,4,35,24,5,3,14,20,,37,76,.487,2,10,.200,24,32,.750,6,27,15,10,3,7,14,POR
73,73,2017-03-26,@,LAL,W,97,81,36,89,.404,12,28,.429,13,18,.722,12,61,24,8,4,13,16,,33,84,.393,5,21,.238,10,17,.588,1,42,19,6,3,10,17,POR
74,74,2017-03-28,,DEN,W,122,113,45,91,.495,8,27,.296,24,33,.727,15,47,15,8,5,9,18,,44,94,.468,9,30,.300,16,20,.800,12,47,23,3,6,12,24,POR
75,75,2017-03-30,,HOU,W,117,107,43,90,.478,13,33,.394,18,22,.818,11,41,24,12,8,12,16,,40,91,.440,8,34,.235,19,23,.826,13,42,18,9,3,18,20,POR
76,76,2017-04-01,,PHO,W,130,117,43,92,.467,15,37,.405,29,31,.935,11,41,21,12,3,12,23,,44,84,.524,3,10,.300,26,32,.813,13,43,17,8,6,17,26,POR
77,77,2017-04-03,@,MIN,L,109,110,38,86,.442,11,32,.344,22,25,.880,11,35,24,7,9,5,18,,41,84,.488,4,9,.444,24,28,.857,12,44,26,3,5,11,18,POR
78,78,2017-04-04,@,UTA,L,87,106,33,83,.398,6,26,.231,15,17,.882,7,29,10,8,5,7,20,,39,74,.527,13,23,.565,15,19,.789,7,47,21,4,6,14,16,POR
79,79,2017-04-06,,MIN,W,105,98,35,81,.432,14,33,.424,21,26,.808,4,41,19,8,4,12,20,,38,87,.437,4,18,.222,18,20,.900,9,47,16,7,4,13,20,POR
80,80,2017-04-08,,UTA,W,101,86,37,91,.407,13,30,.433,14,16,.875,12,47,15,5,6,3,16,,31,78,.397,6,19,.316,18,24,.750,9,47,19,2,9,10,18,POR
81,81,2017-04-10,,SAS,W,99,98,37,89,.416,12,27,.444,13,15,.867,12,42,18,6,3,9,17,,38,83,.458,8,21,.381,14,20,.700,13,47,17,4,9,15,15,POR
82,82,2017-04-12,,NOP,L,100,103,41,85,.482,13,30,.433,5,13,.385,14,53,22,4,2,23,18,,40,90,.444,8,24,.333,15,21,.714,11,42,20,13,3,11,17,POR
1,1,2016-10-26,@,PHO,W,113,94,44,86,.512,6,21,.286,19,26,.731,10,41,24,5,5,13,20,,36,77,.468,4,16,.250,18,27,.667,10,41,20,6,3,18,29,SAC
2,2,2016-10-27,,SAS,L,94,102,28,70,.400,6,20,.300,32,38,.842,6,40,22,7,0,15,21,,36,79,.456,6,18,.333,24,27,.889,9,40,23,10,8,9,26,SAC
3,3,2016-10-29,,MIN,W,106,103,39,85,.459,9,26,.346,19,25,.760,11,31,24,6,5,13,24,,37,70,.529,7,22,.318,22,31,.710,7,36,19,6,5,11,25,SAC
4,4,2016-10-31,@,ATL,L,95,106,36,75,.480,10,23,.435,13,19,.684,6,38,26,10,6,19,34,,33,79,.418,11,30,.367,29,47,.617,17,43,24,11,6,13,20,SAC
5,5,2016-11-01,@,MIA,L,96,108,34,89,.382,5,23,.217,23,27,.852,9,53,12,4,4,15,23,,37,86,.430,13,29,.448,21,29,.724,6,45,24,10,9,15,21,SAC
6,6,2016-11-03,@,ORL,L,94,102,38,80,.475,7,18,.389,11,17,.647,11,39,17,8,1,14,23,,38,84,.452,10,30,.333,16,23,.696,13,44,24,5,4,14,14,SAC
7,7,2016-11-05,@,MIL,L,91,117,33,84,.393,10,28,.357,15,19,.789,13,36,27,8,3,14,19,,41,82,.500,14,33,.424,21,25,.840,17,53,28,12,10,15,22,SAC
8,8,2016-11-06,@,TOR,W,96,91,34,78,.436,5,16,.313,23,31,.742,13,47,21,4,5,9,22,,30,84,.357,7,30,.233,24,31,.774,13,43,22,6,5,6,26,SAC
9,9,2016-11-08,,NOP,W,102,94,39,81,.481,8,25,.320,16,20,.800,5,39,24,7,5,10,21,,38,84,.452,5,21,.238,13,18,.722,7,40,23,5,9,10,23,SAC
10,10,2016-11-10,,LAL,L,91,101,34,85,.400,8,21,.381,15,20,.750,11,43,18,13,3,15,19,,38,74,.514,9,27,.333,16,22,.727,4,42,18,8,2,21,19,SAC
11,11,2016-11-11,@,POR,L,120,122,43,88,.489,6,21,.286,28,35,.800,13,48,18,7,3,15,21,,45,86,.523,13,33,.394,19,27,.704,7,36,29,8,4,11,24,SAC
12,12,2016-11-16,,SAS,L,105,110,36,76,.474,9,20,.450,24,31,.774,10,46,21,5,3,16,17,,43,88,.489,11,30,.367,13,17,.765,9,37,29,11,7,11,21,SAC
13,13,2016-11-18,,LAC,L,115,121,38,86,.442,10,26,.385,29,35,.829,9,37,21,7,4,14,24,,40,76,.526,13,29,.448,28,34,.824,5,37,27,7,6,14,24,SAC
14,14,2016-11-20,,TOR,W,102,99,36,81,.444,11,27,.407,19,25,.760,4,37,26,8,8,13,18,,34,85,.400,9,24,.375,22,24,.917,16,48,16,7,6,15,21,SAC
15,15,2016-11-23,,OKC,W,116,101,44,94,.468,12,28,.429,16,17,.941,11,46,26,4,1,11,23,,32,76,.421,7,25,.280,30,38,.789,5,38,18,7,7,9,21,SAC
16,16,2016-11-25,,HOU,L,104,117,39,80,.488,9,32,.281,17,21,.810,4,37,24,7,6,14,18,,40,85,.471,21,50,.420,16,20,.800,8,42,27,8,2,14,19,SAC
17,17,2016-11-27,@,BRK,W,122,105,46,86,.535,13,23,.565,17,22,.773,9,45,24,11,3,13,12,,38,87,.437,16,40,.400,13,14,.929,9,42,19,7,1,15,21,SAC
18,18,2016-11-28,@,WAS,L,95,101,38,93,.409,3,21,.143,16,26,.615,13,44,20,15,4,20,24,,35,85,.412,10,25,.400,21,26,.808,11,49,22,11,7,23,23,SAC
19,19,2016-12-02,@,BOS,L,92,97,33,88,.375,6,26,.231,20,25,.800,14,51,22,9,10,14,16,,36,88,.409,11,28,.393,14,15,.933,11,45,25,10,9,13,22,SAC
20,20,2016-12-04,@,NYK,L,98,106,31,97,.320,9,28,.321,27,31,.871,18,51,18,13,5,11,17,,39,88,.443,11,29,.379,17,24,.708,14,58,20,5,10,18,25,SAC
21,21,2016-12-07,@,DAL,W,120,89,47,84,.560,10,22,.455,16,21,.762,6,40,28,10,3,14,23,,32,78,.410,10,30,.333,15,20,.750,9,40,17,7,5,20,22,SAC
22,22,2016-12-09,,NYK,L,100,103,35,87,.402,7,28,.250,23,27,.852,6,39,24,10,1,7,20,,36,84,.429,10,29,.345,21,25,.840,12,54,22,3,6,16,25,SAC
23,23,2016-12-10,@,UTA,L,84,104,34,90,.378,9,26,.346,7,13,.538,12,34,17,10,4,10,14,,37,77,.481,13,29,.448,17,18,.944,13,54,23,9,10,22,16,SAC
24,24,2016-12-12,,LAL,W,116,92,47,84,.560,10,23,.435,12,21,.571,13,47,23,16,6,21,20,,33,84,.393,10,23,.435,16,21,.762,17,39,18,12,3,19,16,SAC
25,25,2016-12-14,@,HOU,L,98,132,39,92,.424,11,32,.344,9,11,.818,12,40,27,8,7,15,16,,50,85,.588,22,42,.524,10,16,.625,8,47,40,8,5,16,11,SAC
26,26,2016-12-16,@,MEM,W,96,92,31,80,.388,7,24,.292,27,37,.730,13,45,18,5,6,11,25,,29,77,.377,5,25,.200,29,36,.806,13,47,19,7,8,13,31,SAC
27,27,2016-12-18,@,DAL,L,79,99,30,76,.395,8,31,.258,11,17,.647,6,42,16,7,4,15,21,,34,77,.442,13,33,.394,18,22,.818,6,44,20,10,6,11,13,SAC
