Rk,G,Date,Home,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,V25,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Team
48,48,2018-01-27,@,IND,L,112,114,42,77,.545,8,25,.320,20,32,.625,13,40,21,6,7,14,18,,47,87,.540,5,18,.278,15,19,.789,9,38,25,9,1,9,24,ORL
49,49,2018-01-30,@,HOU,L,107,114,42,83,.506,15,31,.484,8,10,.800,7,33,26,6,4,10,22,,39,77,.506,13,35,.371,23,28,.821,8,40,17,5,5,12,15,ORL
50,50,2018-01-31,,LAL,W,127,105,44,81,.543,18,32,.563,21,29,.724,4,35,28,13,4,14,23,,39,83,.470,4,20,.200,23,30,.767,11,43,18,7,1,16,18,ORL
51,51,2018-02-03,,WAS,L,98,115,34,77,.442,10,32,.313,20,22,.909,10,35,17,12,4,20,15,,46,85,.541,7,26,.269,16,18,.889,12,38,35,14,6,14,19,ORL
52,52,2018-02-05,@,MIA,W,111,109,41,84,.488,13,30,.433,16,19,.842,5,39,25,8,5,11,26,,40,93,.430,3,23,.130,26,35,.743,17,53,21,5,4,12,19,ORL
53,53,2018-02-06,,CLE,W,116,98,46,88,.523,6,22,.273,18,27,.667,12,50,27,7,8,12,16,,36,84,.429,12,37,.324,14,20,.700,9,36,19,4,4,14,24,ORL
54,54,2018-02-08,,ATL,W,100,98,36,84,.429,9,29,.310,19,22,.864,8,36,20,10,6,13,22,,37,87,.425,12,30,.400,12,18,.667,9,46,25,4,7,17,23,ORL
55,55,2018-02-10,,MIL,L,104,111,37,83,.446,8,30,.267,22,26,.846,10,41,23,7,3,12,14,,43,82,.524,9,25,.360,16,20,.800,8,41,28,7,4,12,16,ORL
56,56,2018-02-12,@,CHI,L,101,105,37,84,.440,10,31,.323,17,19,.895,7,39,24,8,7,9,18,,40,88,.455,9,32,.281,16,21,.762,11,46,25,6,3,11,13,ORL
57,57,2018-02-14,,CHO,L,102,104,36,86,.419,15,37,.405,15,17,.882,9,48,21,7,0,20,17,,38,88,.432,13,30,.433,15,19,.789,8,45,26,14,4,12,15,ORL
58,58,2018-02-22,,NYK,L,113,120,43,83,.518,11,24,.458,16,23,.696,5,39,28,7,5,13,15,,48,99,.485,7,25,.280,17,21,.810,16,47,28,7,12,8,15,ORL
59,59,2018-02-24,@,PHI,L,105,116,38,85,.447,13,31,.419,16,19,.842,6,33,27,7,5,11,20,,42,81,.519,9,27,.333,23,27,.852,9,45,31,5,4,14,16,ORL
60,60,2018-02-26,@,OKC,L,105,112,39,84,.464,12,29,.414,15,21,.714,8,35,23,15,6,16,19,,42,88,.477,11,25,.440,17,20,.850,14,50,24,6,6,20,13,ORL
61,61,2018-02-28,,TOR,L,104,117,39,82,.476,13,30,.433,13,23,.565,8,42,27,8,2,13,19,,45,83,.542,12,30,.400,15,24,.625,7,42,33,9,7,12,22,ORL
62,62,2018-03-02,,DET,W,115,106,44,86,.512,13,36,.361,14,19,.737,7,45,34,8,3,16,23,,40,92,.435,12,29,.414,14,24,.583,13,43,22,10,1,14,17,ORL
63,63,2018-03-03,,MEM,W,107,100,36,72,.500,8,25,.320,27,33,.818,5,44,19,4,9,14,23,,38,93,.409,6,22,.273,18,26,.692,13,46,24,9,3,9,26,ORL
64,64,2018-03-05,@,UTA,L,80,94,29,85,.341,11,34,.324,11,14,.786,6,36,18,7,4,14,19,,36,73,.493,10,31,.323,12,18,.667,6,48,23,8,7,15,22,ORL
65,65,2018-03-07,@,LAL,L,107,108,42,84,.500,12,28,.429,11,19,.579,8,43,31,5,4,16,22,,43,88,.489,11,33,.333,11,12,.917,7,39,27,7,3,14,16,ORL
66,66,2018-03-09,@,SAC,L,88,94,33,78,.423,9,29,.310,13,16,.813,5,34,17,7,4,14,17,,36,83,.434,9,25,.360,13,15,.867,13,50,24,7,3,16,21,ORL
67,67,2018-03-10,@,LAC,L,105,113,38,84,.452,8,24,.333,21,27,.778,9,33,20,12,2,14,19,,41,78,.526,7,18,.389,24,28,.857,8,41,17,9,3,15,20,ORL
68,68,2018-03-13,@,SAS,L,72,108,28,82,.341,7,23,.304,9,9,1.000,9,41,16,5,3,20,19,,40,84,.476,9,19,.474,19,23,.826,11,48,24,10,7,12,13,ORL
69,69,2018-03-14,,MIL,W,126,117,44,87,.506,18,34,.529,20,23,.870,9,42,31,10,4,17,16,,49,98,.500,10,24,.417,9,12,.750,9,37,28,12,5,11,20,ORL
70,70,2018-03-16,,BOS,L,83,92,34,87,.391,5,28,.179,10,11,.909,7,40,14,12,7,15,23,,31,82,.378,9,26,.346,21,28,.750,16,55,16,7,6,18,17,ORL
71,71,2018-03-20,,TOR,L,86,93,37,90,.411,9,25,.360,3,5,.600,10,45,22,13,7,12,16,,35,77,.455,14,36,.389,9,17,.529,6,45,19,7,8,17,10,ORL
72,72,2018-03-22,,PHI,L,98,118,37,91,.407,10,33,.303,14,22,.636,7,40,26,10,3,10,19,,42,89,.472,15,37,.405,19,24,.792,11,56,30,7,5,16,15,ORL
73,73,2018-03-24,,PHO,W,105,99,37,84,.440,11,30,.367,20,27,.741,14,54,29,9,8,19,18,,36,89,.404,7,29,.241,20,26,.769,10,41,21,14,2,14,22,ORL
74,74,2018-03-28,,BRK,L,104,111,40,92,.435,11,31,.355,13,16,.813,11,44,25,4,4,9,18,,40,87,.460,12,34,.353,19,22,.864,11,48,28,6,5,8,17,ORL
75,75,2018-03-30,,CHI,L,82,90,31,94,.330,7,39,.179,13,14,.929,12,55,16,11,5,12,18,,30,84,.357,14,41,.341,16,23,.696,11,53,16,11,7,16,17,ORL
76,76,2018-04-01,@,ATL,L,88,94,33,96,.344,10,36,.278,12,13,.923,11,41,19,8,6,5,10,,41,85,.482,11,36,.306,1,1,1.000,5,52,33,0,3,14,15,ORL
77,77,2018-04-03,@,NYK,W,97,73,37,88,.420,11,36,.306,12,18,.667,11,53,28,7,5,11,12,,30,86,.349,4,27,.148,9,12,.750,7,42,17,5,9,11,17,ORL
78,78,2018-04-04,,DAL,W,105,100,39,86,.453,8,29,.276,19,27,.704,12,47,27,4,10,13,15,,39,89,.438,10,30,.333,12,17,.706,11,43,24,3,1,11,23,ORL
79,79,2018-04-06,,CHO,L,100,137,42,94,.447,9,23,.391,7,13,.538,12,36,27,2,3,8,19,,48,86,.558,17,31,.548,24,26,.923,9,50,32,4,5,9,15,ORL
80,80,2018-04-08,@,TOR,L,101,112,42,89,.472,7,23,.304,10,17,.588,6,42,25,12,4,10,17,,39,78,.500,17,40,.425,17,24,.708,6,47,28,8,5,17,21,ORL
81,81,2018-04-09,@,MIL,L,86,102,34,82,.415,5,24,.208,13,20,.650,5,43,24,8,4,19,14,,39,91,.429,9,26,.346,15,18,.833,12,56,26,13,2,16,18,ORL
82,82,2018-04-11,,WAS,W,101,92,33,77,.429,13,32,.406,22,27,.815,6,42,20,6,7,16,27,,33,95,.347,10,34,.294,16,27,.593,18,50,17,5,1,12,25,ORL
1,1,2017-10-18,@,WAS,L,115,120,43,93,.462,15,35,.429,14,19,.737,11,48,25,6,6,17,28,,42,97,.433,6,22,.273,30,38,.789,16,52,21,8,10,9,20,PHI
2,2,2017-10-20,,BOS,L,92,102,35,92,.380,10,32,.313,12,16,.750,14,47,20,7,4,16,30,,35,84,.417,10,29,.345,22,32,.688,14,55,16,4,5,19,24,PHI
3,3,2017-10-21,@,TOR,L,94,128,32,82,.390,8,24,.333,22,36,.611,8,41,18,5,4,20,26,,42,89,.472,13,44,.295,31,37,.838,8,51,23,5,10,13,29,PHI
4,4,2017-10-23,@,DET,W,97,86,35,75,.467,9,24,.375,18,24,.750,8,49,25,11,0,21,24,,33,85,.388,6,30,.200,14,19,.737,9,39,14,5,2,14,21,PHI
5,5,2017-10-25,,HOU,L,104,105,43,97,.443,12,36,.333,6,10,.600,12,43,29,14,7,14,19,,36,75,.480,12,39,.308,21,24,.875,7,40,22,11,13,19,13,PHI
6,6,2017-10-28,@,DAL,W,112,110,43,87,.494,16,35,.457,10,14,.714,11,42,25,10,1,13,21,,38,74,.514,19,40,.475,15,19,.789,3,33,22,7,2,17,15,PHI
7,7,2017-10-30,@,HOU,W,115,107,44,80,.550,10,24,.417,17,24,.708,7,48,27,10,4,19,31,,33,83,.398,13,47,.277,28,38,.737,10,35,17,12,3,15,23,PHI
8,8,2017-11-01,,ATL,W,119,109,46,99,.465,13,35,.371,14,25,.560,15,53,36,10,4,16,26,,41,94,.436,8,23,.348,19,27,.704,12,49,22,11,4,18,28,PHI
9,9,2017-11-03,,IND,W,121,110,46,92,.500,18,36,.500,11,14,.786,12,50,34,7,9,18,20,,45,97,.464,8,28,.286,12,19,.632,8,40,25,6,6,11,18,PHI
10,10,2017-11-07,@,UTA,W,104,97,34,81,.420,12,27,.444,24,30,.800,8,56,23,5,6,22,34,,30,99,.303,9,39,.231,28,35,.800,14,45,15,14,6,12,23,PHI
11,11,2017-11-09,@,SAC,L,108,109,37,87,.425,15,37,.405,19,27,.704,13,56,23,6,5,17,28,,40,93,.430,12,27,.444,17,28,.607,8,45,29,6,5,9,19,PHI
12,12,2017-11-11,@,GSW,L,114,135,44,94,.468,12,28,.429,14,20,.700,13,38,30,10,2,19,19,,48,82,.585,14,27,.519,25,26,.962,4,39,31,15,11,22,23,PHI
13,13,2017-11-13,@,LAC,W,109,105,38,77,.494,7,32,.219,26,35,.743,10,51,27,9,2,20,26,,36,82,.439,12,32,.375,21,32,.656,9,34,16,8,4,15,26,PHI
14,14,2017-11-15,@,LAL,W,115,109,42,86,.488,7,32,.219,24,30,.800,8,52,27,7,15,16,19,,42,109,.385,3,27,.111,22,27,.815,22,57,18,7,6,9,23,PHI
15,15,2017-11-18,,GSW,L,116,124,47,97,.485,10,29,.345,12,16,.750,11,40,28,8,5,11,22,,50,91,.549,7,23,.304,17,20,.850,11,48,25,5,6,12,18,PHI
16,16,2017-11-20,,UTA,W,107,86,44,85,.518,4,15,.267,15,22,.682,9,55,20,11,7,19,18,,30,85,.353,9,28,.321,17,19,.895,7,34,18,16,4,14,19,PHI
17,17,2017-11-22,,POR,W,101,81,39,90,.433,11,32,.344,12,17,.706,11,57,23,12,8,18,21,,30,89,.337,7,26,.269,14,24,.583,11,48,14,8,6,17,17,PHI
18,18,2017-11-25,,ORL,W,130,111,48,95,.505,16,34,.471,18,20,.900,11,53,35,7,2,11,22,,39,86,.453,12,31,.387,21,31,.677,7,41,22,8,5,9,17,PHI
19,19,2017-11-27,,CLE,L,91,113,36,96,.375,3,28,.107,16,20,.800,22,53,15,6,2,12,18,,41,86,.477,15,37,.405,16,20,.800,11,46,25,7,3,11,21,PHI
20,20,2017-11-29,,WAS,W,118,113,37,81,.457,3,18,.167,41,64,.641,21,64,23,6,8,17,27,,36,89,.404,9,22,.409,32,37,.865,7,35,22,8,4,11,42,PHI
21,21,2017-11-30,@,BOS,L,97,108,35,84,.417,16,32,.500,11,18,.611,15,45,24,11,1,19,22,,40,79,.506,12,29,.414,16,20,.800,7,40,25,7,7,16,20,PHI
22,22,2017-12-02,,DET,W,108,103,35,86,.407,10,28,.357,28,32,.875,17,47,27,7,4,17,24,,34,78,.436,9,31,.290,26,32,.813,7,36,20,8,2,16,27,PHI
23,23,2017-12-04,,PHO,L,101,115,39,91,.429,7,30,.233,16,16,1.000,13,47,23,9,6,14,22,,44,91,.484,10,22,.455,17,22,.773,15,46,25,10,9,11,14,PHI
24,24,2017-12-07,,LAL,L,104,107,39,81,.481,10,26,.385,16,21,.762,7,44,29,3,13,18,26,,42,96,.438,11,28,.393,12,24,.500,15,44,22,13,7,11,23,PHI
25,25,2017-12-09,@,CLE,L,98,105,37,78,.474,11,33,.333,13,13,1.000,7,39,31,10,2,19,21,,36,75,.480,14,29,.483,19,25,.760,6,33,26,12,2,17,16,PHI
26,26,2017-12-10,@,NOP,L,124,131,44,96,.458,9,29,.310,27,30,.900,22,47,26,5,4,17,29,,46,80,.575,15,24,.625,24,32,.750,5,33,31,11,9,14,21,PHI
27,27,2017-12-12,@,MIN,W,118,112,40,80,.500,11,26,.423,27,32,.844,7,52,32,6,3,24,18,,44,108,.407,5,29,.172,19,27,.704,17,50,19,14,7,10,21,PHI
28,28,2017-12-15,,OKC,L,117,119,44,100,.440,13,46,.283,16,20,.800,7,50,35,13,4,19,20,,47,113,.416,15,35,.429,10,19,.526,18,60,28,10,5,18,21,PHI
29,29,2017-12-18,@,CHI,L,115,117,44,91,.484,14,33,.424,13,18,.722,9,47,30,9,8,20,23,,44,92,.478,13,28,.464,16,19,.842,5,39,27,9,7,15,16,PHI
30,30,2017-12-19,,SAC,L,95,101,34,81,.420,10,35,.286,17,24,.708,13,53,21,7,6,19,19,,41,91,.451,7,27,.259,12,23,.522,9,39,21,11,6,12,20,PHI
31,31,2017-12-21,,TOR,L,109,114,45,86,.523,9,29,.310,10,14,.714,13,40,27,14,6,23,27,,35,85,.412,12,35,.343,32,35,.914,19,45,18,14,6,21,19,PHI
32,32,2017-12-23,@,TOR,L,86,102,33,80,.413,7,27,.259,13,20,.650,7,41,19,10,7,22,23,,35,85,.412,9,27,.333,23,26,.885,7,43,18,15,6,17,20,PHI
33,33,2017-12-25,@,NYK,W,105,98,35,82,.427,10,28,.357,25,30,.833,12,48,21,7,7,15,22,,38,94,.404,4,15,.267,18,28,.643,18,45,18,7,5,10,21,PHI
34,34,2017-12-28,@,POR,L,110,114,42,87,.483,16,32,.500,10,14,.714,5,37,28,8,2,13,26,,35,75,.467,8,24,.333,36,47,.766,8,47,15,7,3,15,18,PHI
35,35,2017-12-30,@,DEN,W,107,102,45,93,.484,8,24,.333,9,10,.900,7,41,34,6,3,13,25,,35,87,.402,7,32,.219,25,34,.735,10,48,18,10,9,13,12,PHI
36,36,2017-12-31,@,PHO,W,123,110,43,77,.558,10,24,.417,27,34,.794,11,44,24,11,7,21,32,,37,88,.420,10,27,.370,26,34,.765,12,35,18,9,4,16,29,PHI
37,37,2018-01-03,,SAS,W,112,106,36,80,.450,7,22,.318,33,43,.767,13,45,23,10,5,13,21,,39,87,.448,8,25,.320,20,23,.870,12,43,15,4,4,15,25,PHI
38,38,2018-01-05,,DET,W,114,78,44,90,.489,14,30,.467,12,13,.923,13,55,29,5,4,12,17,,30,78,.385,7,22,.318,11,19,.579,6,34,20,9,4,12,14,PHI
39,39,2018-01-11,,BOS,L,103,114,38,82,.463,11,28,.393,16,18,.889,3,37,20,12,4,19,19,,43,89,.483,13,35,.371,15,19,.789,11,46,24,11,2,18,18,PHI
40,40,2018-01-15,,TOR,W,117,111,40,81,.494,6,25,.240,31,38,.816,10,48,22,8,9,21,28,,38,95,.400,9,32,.281,26,30,.867,12,44,20,8,1,15,31,PHI
41,41,2018-01-18,@,BOS,W,89,80,34,73,.466,6,17,.353,15,17,.882,8,41,18,10,5,22,20,,30,74,.405,7,29,.241,13,17,.765,3,31,13,7,5,19,20,PHI
42,42,2018-01-20,,MIL,W,116,94,45,85,.529,10,25,.400,16,19,.842,11,45,32,9,4,16,18,,33,82,.402,10,32,.313,18,22,.818,8,35,20,10,3,17,20,PHI
43,43,2018-01-22,@,MEM,L,101,105,32,71,.451,14,31,.452,23,31,.742,16,48,21,2,4,23,28,,33,78,.423,10,26,.385,29,35,.829,11,32,14,14,2,12,26,PHI
44,44,2018-01-24,,CHI,W,115,101,42,81,.519,16,32,.500,15,20,.750,6,48,31,6,7,14,20,,36,94,.383,11,37,.297,18,22,.818,10,43,20,8,2,11,15,PHI
45,45,2018-01-26,@,SAS,W,97,78,38,79,.481,9,21,.429,12,18,.667,12,50,23,5,4,9,20,,30,75,.400,3,24,.125,15,18,.833,5,36,20,6,5,9,14,PHI
46,46,2018-01-28,@,OKC,L,112,122,38,76,.500,11,29,.379,25,31,.806,12,40,19,7,5,14,26,,45,92,.489,10,33,.303,22,30,.733,17,41,21,7,3,10,25,PHI
47,47,2018-01-29,@,MIL,L,95,107,36,82,.439,2,26,.077,21,23,.913,10,43,22,5,4,14,17,,38,80,.475,11,28,.393,20,22,.909,8,42,26,6,8,9,19,PHI
48,48,2018-01-31,@,BRK,L,108,116,36,76,.474,7,18,.389,29,34,.853,6,33,17,7,5,8,21,,39,77,.506,13,32,.406,25,28,.893,9,39,19,3,9,11,26,PHI
49,49,2018-02-02,,MIA,W,103,97,42,85,.494,8,24,.333,11,15,.733,9,39,28,9,4,10,23,,34,87,.391,12,37,.324,17,26,.654,16,49,20,3,5,11,16,PHI
50,50,2018-02-03,@,IND,L,92,100,33,87,.379,10,32,.313,16,24,.667,15,49,21,8,2,18,21,,35,79,.443,9,27,.333,21,25,.840,6,42,25,15,8,13,19,PHI
51,51,2018-02-06,,WAS,W,115,102,45,82,.549,14,28,.500,11,14,.786,12,45,27,9,4,17,14,,41,93,.441,7,27,.259,13,18,.722,16,39,23,14,2,11,18,PHI
52,52,2018-02-09,,NOP,W,100,82,39,93,.419,14,34,.412,8,9,.889,8,58,26,10,4,15,16,,33,95,.347,8,31,.258,8,16,.500,8,46,17,8,6,12,12,PHI
53,53,2018-02-10,,LAC,W,112,98,43,90,.478,13,33,.394,13,17,.765,6,45,32,12,8,12,18,,38,88,.432,8,32,.250,14,23,.609,11,53,20,7,5,16,16,PHI
54,54,2018-02-12,,NYK,W,108,92,41,75,.547,10,19,.526,16,24,.667,7,37,27,13,6,17,22,,31,79,.392,6,24,.250,24,28,.857,7,33,16,5,4,19,22,PHI
55,55,2018-02-14,,MIA,W,104,102,39,92,.424,9,35,.257,17,25,.680,23,60,25,6,2,17,23,,35,77,.455,11,27,.407,21,29,.724,3,29,23,9,5,10,21,PHI
56,56,2018-02-22,@,CHI,W,116,115,42,82,.512,11,29,.379,21,35,.600,8,41,25,7,5,9,17,,44,97,.454,18,34,.529,9,15,.600,11,48,27,5,4,13,26,PHI
57,57,2018-02-24,,ORL,W,116,105,42,81,.519,9,27,.333,23,27,.852,9,45,31,5,4,14,16,,38,85,.447,13,31,.419,16,19,.842,6,33,27,7,5,11,20,PHI
58,58,2018-02-25,@,WAS,L,94,109,31,86,.360,9,33,.273,23,31,.742,17,43,24,13,3,15,16,,43,79,.544,12,25,.480,11,12,.917,10,48,35,9,6,19,28,PHI
59,59,2018-02-27,@,MIA,L,101,102,35,84,.417,12,31,.387,19,23,.826,10,44,25,10,3,23,24,,36,82,.439,9,27,.333,21,28,.750,11,37,19,12,9,15,19,PHI
60,60,2018-03-01,@,CLE,W,108,97,40,90,.444,10,30,.333,18,27,.667,14,54,22,4,5,9,20,,36,87,.414,9,32,.281,16,23,.696,10,45,23,4,6,9,21,PHI
61,61,2018-03-02,,CHO,W,110,99,41,81,.506,9,24,.375,19,25,.760,7,46,27,4,5,11,22,,34,81,.420,11,24,.458,20,32,.625,7,39,21,7,0,10,25,PHI
62,62,2018-03-04,@,MIL,L,110,118,39,70,.557,14,28,.500,18,22,.818,6,32,26,4,9,26,24,,47,95,.495,10,23,.435,14,22,.636,16,38,27,15,4,13,24,PHI
63,63,2018-03-06,@,CHO,W,128,114,50,87,.575,16,33,.485,12,15,.800,10,44,35,6,4,14,20,,40,80,.500,11,29,.379,23,31,.742,8,33,26,7,5,10,12,PHI
64,64,2018-03-08,@,MIA,L,99,108,34,86,.395,15,37,.405,16,21,.762,9,46,28,9,4,18,20,,42,89,.472,14,26,.538,10,18,.556,6,49,26,10,8,14,20,PHI
65,65,2018-03-11,@,BRK,W,120,97,50,95,.526,9,26,.346,11,18,.611,12,48,33,12,7,9,19,,33,85,.388,10,28,.357,21,24,.875,13,42,17,5,5,18,19,PHI
66,66,2018-03-13,,IND,L,98,101,35,75,.467,10,30,.333,18,22,.818,7,48,24,3,7,21,25,,38,95,.400,5,24,.208,20,25,.800,14,45,20,13,2,9,23,PHI
67,67,2018-03-15,@,NYK,W,118,110,41,91,.451,15,37,.405,21,34,.618,19,53,29,8,3,14,21,,45,87,.517,5,20,.250,15,24,.625,8,44,26,8,4,12,25,PHI
68,68,2018-03-16,,BRK,W,120,116,43,95,.453,12,27,.444,22,26,.846,13,42,30,9,3,5,21,,40,89,.449,15,30,.500,21,27,.778,11,47,25,4,5,12,22,PHI
69,69,2018-03-19,,CHO,W,108,94,42,93,.452,18,44,.409,6,8,.750,17,60,30,5,6,15,22,,32,84,.381,6,22,.273,24,30,.800,6,39,16,8,4,9,12,PHI
70,70,2018-03-21,,MEM,W,119,105,46,84,.548,11,31,.355,16,20,.800,4,38,32,8,4,14,21,,40,99,.404,9,27,.333,16,20,.800,15,47,25,6,2,13,20,PHI
71,71,2018-03-22,@,ORL,W,118,98,42,89,.472,15,37,.405,19,24,.792,11,56,30,7,5,16,15,,37,91,.407,10,33,.303,14,22,.636,7,40,26,10,3,10,19,PHI
72,72,2018-03-24,,MIN,W,120,108,42,88,.477,13,37,.351,23,36,.639,7,51,33,9,10,15,29,,37,96,.385,6,23,.261,28,38,.737,13,53,19,7,3,14,27,PHI
73,73,2018-03-26,,DEN,W,123,104,46,91,.505,13,29,.448,18,25,.720,14,53,35,6,6,17,28,,36,84,.429,11,32,.344,21,34,.618,9,37,27,10,7,15,21,PHI
74,74,2018-03-28,,NYK,W,118,101,45,98,.459,9,31,.290,19,27,.704,14,58,34,9,3,12,19,,36,94,.383,9,31,.290,20,26,.769,10,46,20,4,5,16,22,PHI
75,75,2018-03-30,@,ATL,W,101,91,42,95,.442,8,38,.211,9,13,.692,9,53,34,10,6,15,18,,36,101,.356,9,39,.231,10,15,.667,15,59,24,9,4,16,14,PHI
76,76,2018-04-01,@,CHO,W,119,102,48,94,.511,14,32,.438,9,10,.900,7,44,36,15,5,14,24,,33,82,.402,9,30,.300,27,34,.794,9,40,17,8,7,16,13,PHI
77,77,2018-04-03,,BRK,W,121,95,50,91,.549,9,21,.429,12,18,.667,7,55,28,10,10,10,22,,34,81,.420,17,42,.405,10,23,.435,3,36,20,5,6,18,15,PHI
78,78,2018-04-04,@,DET,W,115,108,44,89,.494,13,30,.433,14,19,.737,7,44,32,11,3,13,17,,39,88,.443,16,36,.444,14,23,.609,9,42,30,4,5,17,19,PHI
79,79,2018-04-06,,CLE,W,132,130,50,101,.495,14,39,.359,18,21,.857,11,44,35,11,7,12,23,,45,87,.517,16,34,.471,24,33,.727,8,41,24,6,2,15,20,PHI
80,80,2018-04-08,,DAL,W,109,97,46,91,.505,8,27,.296,9,14,.643,9,52,32,9,4,10,19,,40,94,.426,11,40,.275,6,13,.462,10,43,24,6,6,11,9,PHI
81,81,2018-04-10,@,ATL,W,121,113,43,87,.494,17,37,.459,18,30,.600,11,54,29,7,8,18,22,,41,98,.418,13,37,.351,18,26,.692,8,39,27,10,3,10,24,PHI
82,82,2018-04-11,,MIL,W,130,95,52,105,.495,15,36,.417,11,15,.733,17,57,35,15,7,12,17,,37,90,.411,7,25,.280,14,16,.875,10,43,22,6,5,20,17,PHI
1,1,2017-10-18,,POR,L,76,124,28,89,.315,7,27,.259,13,18,.722,10,33,10,9,8,16,22,,44,90,.489,14,24,.583,22,28,.786,15,57,22,8,7,16,20,PHO
2,2,2017-10-20,,LAL,L,130,132,45,92,.489,14,29,.483,26,38,.684,10,50,17,8,9,19,25,,48,93,.516,12,26,.462,24,33,.727,5,42,22,8,3,18,31,PHO
3,3,2017-10-21,@,LAC,L,88,130,27,71,.380,6,24,.250,28,38,.737,4,36,19,8,3,19,27,,48,88,.545,12,26,.462,22,30,.733,10,52,26,12,2,12,32,PHO
4,4,2017-10-23,,SAC,W,117,115,42,77,.545,10,30,.333,23,27,.852,6,45,20,6,5,20,25,,43,99,.434,9,22,.409,20,29,.690,13,37,19,13,2,9,25,PHO
5,5,2017-10-25,,UTA,W,97,88,42,96,.438,6,19,.316,7,9,.778,16,55,18,8,5,16,25,,32,77,.416,6,25,.240,18,25,.720,7,44,20,8,10,23,19,PHO
6,6,2017-10-28,@,POR,L,107,114,37,87,.425,9,26,.346,24,30,.800,12,46,21,12,7,17,23,,40,91,.440,11,26,.423,23,28,.821,12,53,27,8,7,14,26,PHO
7,7,2017-10-31,@,BRK,W,122,114,45,96,.469,10,22,.455,22,24,.917,10,66,18,5,5,18,26,,42,102,.412,9,31,.290,21,30,.700,7,44,15,9,4,7,22,PHO
8,8,2017-11-01,@,WAS,W,122,116,41,83,.494,9,24,.375,31,38,.816,11,45,23,5,5,9,24,,41,92,.446,10,30,.333,24,30,.800,15,45,20,5,4,12,28,PHO
9,9,2017-11-03,@,NYK,L,107,120,34,97,.351,9,32,.281,30,37,.811,20,47,17,7,3,10,25,,45,87,.517,8,26,.308,22,25,.880,9,49,24,5,7,12,24,PHO
10,10,2017-11-05,@,SAS,L,95,112,37,81,.457,8,23,.348,13,22,.591,11,45,23,5,4,18,16,,44,88,.500,11,22,.500,13,18,.722,8,43,21,9,4,9,19,PHO
11,11,2017-11-06,,BRK,L,92,98,30,86,.349,6,25,.240,26,35,.743,14,52,13,8,7,17,29,,35,87,.402,8,32,.250,20,29,.690,11,48,20,10,4,16,30,PHO
12,12,2017-11-08,,MIA,L,115,126,40,88,.455,12,29,.414,23,30,.767,6,34,20,4,2,11,29,,43,81,.531,12,30,.400,28,35,.800,11,53,21,5,4,14,25,PHO
13,13,2017-11-10,,ORL,L,112,128,44,94,.468,5,24,.208,19,25,.760,12,40,13,8,5,15,29,,43,82,.524,13,28,.464,29,43,.674,7,44,29,8,5,18,20,PHO
14,14,2017-11-11,,MIN,W,118,110,46,86,.535,10,26,.385,16,24,.667,7,46,21,4,10,18,25,,39,96,.406,4,20,.200,28,35,.800,19,47,16,12,4,11,21,PHO
15,15,2017-11-13,,LAL,L,93,100,37,95,.389,7,26,.269,12,20,.600,11,54,15,6,4,15,17,,39,92,.424,14,33,.424,8,13,.615,9,53,17,6,6,16,20,PHO
16,16,2017-11-16,,HOU,L,116,142,47,104,.452,10,30,.333,12,21,.571,16,47,28,9,5,14,22,,43,90,.478,21,44,.477,35,38,.921,12,51,27,9,9,14,20,PHO
17,17,2017-11-17,@,LAL,W,122,113,48,103,.466,13,32,.406,13,19,.684,9,44,28,10,5,13,22,,45,91,.495,7,25,.280,16,24,.667,9,49,26,7,10,19,20,PHO
18,18,2017-11-19,,CHI,W,113,105,45,89,.506,7,27,.259,16,22,.727,9,48,32,5,4,12,16,,42,101,.416,12,36,.333,9,14,.643,12,47,20,5,1,11,21,PHO
19,19,2017-11-22,,MIL,L,107,113,37,93,.398,7,22,.318,26,33,.788,22,60,15,7,9,29,26,,42,97,.433,8,29,.276,21,31,.677,13,42,19,16,6,14,30,PHO
20,20,2017-11-24,,NOP,L,91,115,37,94,.394,2,20,.100,15,18,.833,15,48,12,9,6,16,18,,45,91,.495,9,27,.333,16,22,.727,13,49,29,10,4,15,18,PHO
21,21,2017-11-26,@,MIN,L,108,119,43,85,.506,13,26,.500,9,12,.750,11,37,25,6,1,15,20,,49,93,.527,9,21,.429,12,17,.706,19,48,24,12,5,10,14,PHO
22,22,2017-11-28,@,CHI,W,104,99,38,87,.437,11,30,.367,17,23,.739,13,57,25,4,4,15,12,,38,94,.404,16,40,.400,7,10,.700,9,41,27,11,7,9,20,PHO
23,23,2017-11-29,@,DET,L,107,131,39,84,.464,7,22,.318,22,28,.786,8,37,21,11,4,19,19,,51,89,.573,13,28,.464,16,21,.762,5,44,31,11,6,19,22,PHO
24,24,2017-12-02,@,BOS,L,111,116,48,101,.475,7,24,.292,8,11,.727,16,47,24,8,1,10,19,,42,80,.525,14,31,.452,18,23,.783,4,31,32,8,6,9,16,PHO
25,25,2017-12-04,@,PHI,W,115,101,44,91,.484,10,22,.455,17,22,.773,15,46,25,10,9,11,14,,39,91,.429,7,30,.233,16,16,1.000,13,47,23,9,6,14,22,PHO
